,ABT,ABBV,ABMD,ACN
2020-01-21,-0.027000650618087096,0.005025699600228473,0.01015957446808513,-0.004900561423541783
2020-01-17,-0.008135517664103475,0.00011364927832713256,-0.045442578063293104,0.0002390628735355893
2020-01-16,-0.008089887640449378,0.014318181818181897,0.0008826125330978485,-0.0010516252390057046
2020-01-15,-0.010194834617127335,0.0,-0.01940035273368612,-0.008230452674897082
2020-01-14,-0.018768596932936643,-0.01187542012099485,-0.0291704136690647,0.00226768310334835
2020-01-13,-0.007231163984138034,0.0036281179138322184,-0.02680483992358018,0.00895393058296845
2020-01-10,0.0028195488721804995,0.006100316312697807,0.12468768590124935,-0.00920845460184172
2020-01-09,0.012652296157450671,0.012912643161913318,-0.028879720723579805,-0.007271501492824739
2020-01-08,-0.002660805182785775,-0.007648819421350206,-0.026742919389978193,-0.008828522920203752
2020-01-07,-0.00405985384526153,-0.007037533512064265,0.009289831551849481,-0.0019576175794059347
2020-01-06,0.005590496156533842,0.005737428282146517,-0.007263654006099296,0.022066395331731492
2020-01-03,-0.005211952744961779,-0.007829977628635354,-0.06825290437890974,0.006572950151129797
2020-01-02,0.012341366864594194,0.009582863585118284,0.011929025296727014,0.0016682554814109185
2019-12-31,-0.0010350776308223342,-0.011278615298715655,0.01054439902849369,0.00199857244825119
2019-12-30,-0.0006907667510936966,-0.00022588660492439683,-0.019344627469371045,0.0003324310205632397
2019-12-27,0.00691244239631339,0.007681879801174851,0.011835734353518035,0.0075009494872768645
2019-12-26,-0.0013729977116705427,0.007062780269058155,0.01027943522183472,-0.0008010555084345672
2019-12-24,0.0,0.00022264276967609575,0.007543418513537237,-0.002074982315491636
2019-12-23,0.0008020164986251022,0.004451864218141477,-0.010795124782356447,-0.0036860261802372785
2019-12-20,-0.00789925586720086,-0.010637119113573346,-0.04429711335367292,0.001280652658540049
2019-12-19,0.007962150934687218,-0.005823720461417992,0.04014979433973864,-0.013263855992420526
2019-12-18,-0.004808242701774379,0.006308437535203382,0.04473823998111315,-0.012193951032165251
2019-12-17,0.0014954561141147238,0.008395835665509832,0.010846844811027712,-0.011469673405909764
2019-12-16,-0.007580978635423841,-0.007215808170515037,-0.014642597663890977,0.007866273352999054
2019-12-13,-0.0005787037037038312,-0.01777926870177793,0.03142192728716453,0.008097560975609763
2019-12-12,-0.004400694846554698,0.010132058287795953,-0.014847401704701668,-0.01325849220942621
2019-12-11,-0.012329882517157165,-0.02287839513129719,-0.0015629360870779152,-0.00794429187916823
2019-12-10,-0.004122011541632276,-0.0016147635524798032,0.004919774137641886,-0.0020761245674740803
2019-12-09,-0.00815988647114474,-0.0013863216266174483,0.01079276773296245,0.000743015652863166
2019-12-06,0.019196375342792393,0.006247107820453568,0.04144421817381261,0.00257387516705454
2019-12-05,-0.0028076743097801282,-0.00298919291791222,-0.000792728041433266,-0.013330041964947026
2019-12-04,-0.0007038948850303095,0.005535055350553542,0.025493203575395418,-0.001351013259944911
2019-12-03,-0.009626672927917412,-0.014334862385321112,-0.014131724173500393,-0.0041587333400140425
2019-12-02,0.0017780938833571458,0.012565445026178068,0.005597698142819629,0.004226415094339631
2019-11-29,0.011122944030292237,0.008043203493048434,0.020601394235771453,0.007866125557392634
2019-11-27,-0.0003510825043885335,0.006839165621794097,0.0031093893363236536,0.00044740505070595127
2019-11-26,0.0,-0.006905920978150126,-0.01285634432643934,-0.0016397515527950546
2019-11-25,-0.010887380004682812,0.00045599635202919764,-0.034438381550499275,-0.012741389607804021
2019-11-22,-0.008876790152680836,-0.019484958979033795,-0.029695580316681736,-0.008570276265376209
2019-11-21,-0.0007165034630999267,0.005461940732132575,0.025604395604395647,0.0006101901759381079
2019-11-20,0.0025095602294453734,0.007859454461396354,-0.007553841208614576,0.0047260900498018454
2019-11-19,0.004768148766241653,0.020871559633027337,-0.004912280701754312,0.003186485256183369
2019-11-18,-0.0003559141060623938,-0.0032576949000223676,-0.03390474123901488,-0.001613391146516041
2019-11-15,0.017208639924044533,-0.0011270145384876251,0.2534673479701275,-0.00611049388950613
2019-11-14,-0.018550927546377216,-0.011282861333634209,-0.010213680956860594,-0.002845383872770668
2019-11-13,0.00118877793628136,-0.011069268515348618,-0.004254356189183017,-0.008917197452229297
2019-11-12,0.0014248397055331985,-0.0025386568197554027,0.016044725239761748,-0.015784061696658025
2019-11-11,-0.0068769267251600485,-0.009023600185099512,-0.015478214189854067,-0.007156663009977526
2019-11-08,-0.00023877745940792394,-0.00525332710716786,-0.0020901490367140063,-0.0018941386930443338
2019-11-07,-0.004179603534750331,-0.03755427766694042,-0.0022311264912121542,-0.003215603584607152
2019-11-06,-0.003237798297157868,0.000853554444579796,-0.020627025053621018,0.0007403881749430408
2019-11-05,-0.009384023099133776,-0.0029239766081871066,0.013652672289268697,-0.012418749669714124
2019-11-04,-0.001457371872722879,0.014051808406646993,0.013238944561919652,0.004922945205479534
2019-11-01,0.005351495986378074,-0.014941559224002865,-0.016468560021776546,0.0022364217252395235
2019-10-31,0.011492862327607156,-0.026911314984709556,-0.04248350938696421,-0.014876208691956272
2019-10-30,0.004784116732448274,0.0013827781269641903,-0.12433760477888045,0.0062560673066553996
2019-10-29,-0.006665873110344056,-0.01493848857644986,0.01749463607856061,-0.009540143638117726
2019-10-28,-0.009466746554823269,-0.001784121320249743,-0.0056231413895646565,-0.010443722943722977
2019-10-25,-0.012218727316719025,-0.02297970126388349,-0.008536784296666822,0.001093673101109971
2019-10-24,-0.003551745254133598,0.003528028224225821,-0.01305253921246019,0.010542415469492639
2019-10-23,-0.0011061946902655162,0.01236979166666674,-0.006834852189375518,-0.0050270270270270645
2019-10-22,-0.008982404331241423,0.001543408360128673,-0.04420074973423582,-0.007334166349758253
2019-10-21,0.013781971691085193,-0.007319892127905625,0.030088391968623673,0.02528458844133108
2019-10-18,0.013962033067973056,-0.010866752910737465,-0.0038074671819059436,-0.0013878509661577887
2019-10-17,-0.004952288923783188,-0.017263928851687038,0.0069594980034226595,-0.0055591190934360935
2019-10-16,-0.00728332119446462,-0.00519031141868509,0.012179922954905775,0.0028488497097398646
2019-10-15,0.0024455857177794194,-0.0033444816053511683,-0.004477528404320696,0.0023047649675724813
2019-10-14,-0.026347889729202323,-0.009932885906040245,-0.007646033620059667,-0.008021390374331583
2019-10-11,-0.0023803558005511816,-0.0017624728850326177,-0.03892130757464174,-0.0028571428571428914
2019-10-10,0.006404621373854225,0.011136764905609331,-0.043032303701956987,-0.006163161593771838
2019-10-09,-0.00798602445719987,-0.015446608462055145,-0.018664531230750292,0.0027743023445574444
2019-10-08,-0.012452830188679154,0.0031377899045021973,0.001129872575481805,-0.011608983400238748
2019-10-07,0.03222519424277159,0.010879912960696236,0.030973728760423924,0.02530186608122942
2019-10-04,0.011722606120434298,0.004439660971343962,0.029313385635224565,0.015149081954927368
2019-10-03,-0.011220880595194549,-0.010849182962764603,-0.013116691285081195,-0.020196161147437164
2019-10-02,-0.01899592944369055,-0.023290453622207163,-0.021792492366640825,-0.0051665679995694935
2019-10-01,0.02904564315352709,0.015250242617496301,0.04174062060101602,0.02580470651879918
2019-09-30,0.022360703812316585,0.03400245800901258,0.045120733211914565,0.014397215483598735
2019-09-27,-0.021871638580136188,-0.011489698890649769,-0.01124290291753327,-0.005042890564075919
2019-09-26,0.010019550342130978,-0.010955243820975236,0.010006253908693141,0.0038666527327830824
2019-09-25,0.0024195499637067464,-0.0262055923274348,0.04294962003940328,-0.006506350197792998
2019-09-24,-0.005068790731354134,0.011929532528783371,-0.005019430051813489,-0.0038245926546864872
2019-09-23,0.008733624454148492,-0.00027416038382443997,0.009004610794683954,0.014200063111391659
2019-09-20,0.005050505050504972,-0.007404360345536931,0.036288371592925195,0.0012964115328770731
2019-09-19,-0.0041876046901171415,-0.009946125155408159,-0.002282631251296907,0.00818271272463611
2019-09-18,0.004926108374384119,-0.005581135761127509,-0.008579450915141451,-0.00277392510402219
2019-09-17,-0.0007173601147776321,0.004630279219868028,-0.000681806262128215,0.004223973625920641
2019-09-16,-0.002632208662359359,-0.014245810055865893,0.0,-0.0040523211079763755
2019-09-13,0.010916506717850272,-0.0009917823746102838,-0.02167523879500366,0.0023691800576843836
2019-09-12,0.011154622048178409,0.004538363352715846,0.008636875704093105,0.0046243962593772725
2019-09-11,-0.008097641121934007,-0.018918537342933806,0.01622167854483547,-0.021225450081833075
2019-09-10,-0.015499290108849983,-0.018851633328536344,0.003925262992620526,-0.00893556983853272
2019-09-09,0.012137964186996753,-0.02170724552654746,-0.02611823584610573,0.027259306126753202
2019-09-06,0.021610068867252474,0.01379310344827589,0.014024945131416944,0.03228455576656564
2019-09-05,-0.0016271501627149743,-0.00872522922212371,0.004328775801087481,-0.008104614160700074
2019-09-04,-0.019557625145518176,-0.00969715052961373,-0.03611038107752962,-0.008922753020201513
2019-09-03,-0.0018997862740440796,-0.01476348297680008,0.001417820918311552,-0.009913509685903654
2019-08-30,0.01498929336188426,0.005198776758409629,0.051350468307558295,0.012362707535121364
2019-08-29,-0.0058602906704172675,0.0073014907210222635,-0.005490236701714446,0.0028763183125599667
2019-08-28,-0.007073803348266905,-0.0022651766837814558,-0.004218530284881061,-0.009560229445506718
2019-08-27,-0.006767988601282249,-0.006054184955350261,-0.005962343096234224,0.0016256858362120319
2019-08-26,-0.006335923490735196,0.012029846200700245,0.001999368620435593,-0.008571718401298445
2019-08-23,-0.014316650625601501,-0.007372855853144622,-0.004463348036126802,-0.01360822632629044
2019-08-22,0.029781520810447937,0.02349552827042589,0.03085605780895606,0.018308179036357064
2019-08-21,0.006281853739480869,0.0002962085308058082,0.002046663937781412,-0.003106855454823365
2019-08-20,-0.004240282685512353,-0.016730826177080438,-0.0163909313725491,-0.007816890614622207
2019-08-19,0.012065294535131166,0.002258695979521219,-0.0016612158023152634,0.005046343975283252
2019-08-16,-0.009116409537166859,-0.03200120192307687,0.0036399563205240515,-0.010042012501280895
2019-08-15,-0.0099079971691437,-0.02250504423405264,-0.004922024765556143,-0.018942138494979832
2019-08-14,0.0,0.008256589393458302,-0.010048943038633795,-0.013663220088626304
2019-08-13,0.03514415058375042,0.023779527559055103,0.03692210592752332,0.03160934909343749
2019-08-12,-0.02566463344458514,-0.007383479464697751,-0.02754248034491502,-0.014931563666528369
2019-08-09,0.02315142924639746,0.016271501627150187,-0.0037554767369080144,0.007789473684210568
2019-08-08,-0.0122373585776957,-0.001982311680390314,0.003664921465968529,0.014100689367035901
2019-08-07,-0.011220196353436296,-0.015126050420168236,-0.00923317683881053,-0.02734576166443503
2019-08-06,0.003073286052009516,0.004809183990071464,0.055546780392776274,-0.0003176788267061914
2019-08-05,-0.0200329955220363,0.007102053419793197,0.020201516360734306,-0.01726603463799581
2019-08-02,0.03198653198653201,0.0018396443354282699,-0.019116999951107383,0.040204796550794786
2019-08-01,0.003029596830575576,0.006885998469778221,0.021184328581397738,0.0059582405056732846
2019-07-31,0.011849442379182173,0.012462006079027477,0.3596915116903403,-0.008137618459002849
2019-07-30,0.013892078071182645,0.008405884118883211,0.0024052268811027844,0.015941426939453773
2019-07-29,0.0027176990148340963,0.0,-0.011818214375246217,0.008688985433171315
2019-07-26,-0.009034443817052429,0.00863352188151234,-0.011850831732685752,-0.0021281986318721913
2019-07-25,0.002849002849002913,-0.016233766233766378,-0.0016504071004183052,-0.0099527750977505
2019-07-24,0.006704545454545574,0.012001200120012046,0.01370265603761811,-0.002564497102118257
2019-07-23,0.0016931933626820328,0.004002371775867264,-0.04084221207508876,-5.142181313311234e-05
2019-07-22,-0.0075501464953797726,0.003986416654362834,-0.0026448029621792823,-0.00010284891494405368
2019-07-19,-0.006585670489383411,0.00794117647058834,-0.013259082471492989,-0.0026229170952478675
2019-07-18,0.003086066979083535,-0.004231105923548362,0.008830191576765012,0.004589284793482085
2019-07-17,-0.022789425706472244,0.0010256410256408444,-0.010313201659245652,-0.0051842726619443225
2019-07-16,-0.030317164179104572,0.012295081967213184,-0.024263631469660818,0.0022702646922243552
2019-07-15,0.007816257816257943,0.016049739733950297,0.026916256157635488,0.00550836550836542
2019-07-12,0.0013124925426559741,0.0001423082396472264,0.008097321360043042,0.004556625025599059
2019-07-11,0.022044804575786392,0.013659647125782604,0.012943012676538856,-0.007848733499821736
2019-07-10,-0.004547044421126301,0.00575519371139821,-0.03863354504115135,-0.015205219088714084
2019-07-09,-0.001288357929257411,-0.005722260990928318,0.005824635471639139,-0.0032340514318501823
2019-07-08,-0.002110941714553727,-0.00028074115665355226,0.0018655266226192957,-0.004081846250457932
2019-07-05,0.0038782465624631612,0.02485256950294845,0.01431453177127806,0.00567495139509222
2019-07-03,0.0025755092484196496,0.02698999862994933,-0.000535434275442892,-0.0021944720204816193
2019-07-02,-0.008056982718355865,-0.009738527214514292,0.0006122527073051387,-0.012410326229250646
2019-07-01,-0.005414949970571015,-0.011181463020342175,0.013499560212627548,-0.009172852598091197
2019-06-28,-0.004615930879394048,-0.009264305177111853,-0.017093049581163533,-0.011237758869802494
2019-06-27,-0.004875148632580206,-0.037403740374037375,-0.021344389419939325,-0.009579477187855234
2019-06-26,-0.008722666985302996,-0.02857142857142858,-0.012983956380182793,0.0016939890710383487
2019-06-25,0.015429122468659573,-0.0338235294117647,0.02161990302837613,0.008673831214881966
2019-06-24,0.0055792972459638435,0.19406392694063923,-0.015132653855131184,0.006544077879935051
2019-06-21,0.0034234446936607377,0.004206500956022818,0.011336256270490397,-0.0029552415238300878
2019-06-20,-0.0007058823529412228,-0.005585173902005525,0.01675519450085905,0.0051735287777539
2019-06-19,-0.007181539910525059,-0.009318355884605611,-0.015480351861099306,-0.013778683251125967
2019-06-18,-0.01079094035337358,0.008246360005153885,0.0006632852126415845,0.002989942919271682
2019-06-17,-0.016422920163030486,0.005111821086261958,-0.0012477092837370751,-0.003252032520325132
2019-06-14,0.0020719073735526727,0.0005085823267640954,-0.020261565488971178,0.005818379554105357
2019-06-13,0.0008513743614693148,0.0033041047147033265,0.018210073318457143,-0.00010812564199602637
2019-06-12,-0.004131729250212657,-0.0048131728942369945,-0.0038743004735256603,-0.001946472019464629
2019-06-11,-0.010128126906650325,-0.005091001654575433,0.02942563054922598,-0.006609242104122615
2019-06-10,0.0018491124260353597,-0.015607010362031493,0.03969011181925741,0.005835196597044234
2019-06-07,-0.006521471637750742,0.006237816764132598,-0.01673824468670848,-0.008241162437649163
2019-06-06,-0.008050532573693259,-0.0046493607129021175,0.004927763467353463,-0.013776514323201261
2019-06-05,-0.017480334623548588,-0.00012975217334876277,-0.0014487908168950847,-0.004656319290465616
2019-06-04,-0.015630956919557848,-0.0040228393459642575,-0.006473214285714346,-0.008854978837157468
2019-06-03,-0.02259230570617088,-0.013680781758957594,-0.021081404927731584,-0.01578917795134016
2019-05-31,0.005547483819838828,0.01334214002641998,0.0018743066977775502,0.0166133820506964
2019-05-30,0.005122816235386907,0.011732499022291787,0.017066279780085347,0.004211826809681574
2019-05-29,-0.011108207004704607,0.005798221878623888,-0.022598445887608287,-0.00676658091936011
2019-05-28,0.0005286110744018302,-0.0003843197540354115,0.03468141490955179,0.004391644614604839
2019-05-24,0.01677453440760801,0.026015635012174743,0.003674832962138108,0.002354392062335453
2019-05-23,-0.017537022603273722,0.013614788908318909,-0.028662302599948175,-0.003019965326323981
2019-05-22,0.008330027766759285,0.005422057917436884,0.010813280536095204,0.011892073820608973
2019-05-21,-0.0030159979019145355,-0.008702046819463294,-0.019361157149314634,-0.004545706524751836
2019-05-20,-0.00341970274891501,-0.01310583580613256,-0.029807175232388294,-0.005735924709027174
2019-05-17,0.002639567110993779,-0.004510147832623379,0.03127721909889947,-0.0011762070124340385
2019-05-16,0.008292747137027767,0.0005033979360684615,0.006372850122849938,-0.000897213032019395
2019-05-15,-0.0011749347258483978,-0.00905660377358486,-0.009384298466468266,-0.01554694954257163
2019-05-14,-0.006273689713762964,-0.004315816197004385,-0.011514171287738795,-0.01020524515393384
2019-05-13,-0.006970932526634277,-0.02001529831718507,-0.016829638863999352,-0.014918495478371097
2019-05-10,0.012582781456953684,0.007545206192272724,0.02595395649245158,0.01917904338673848
2019-05-09,-0.00039241334205364353,0.0059393156875402475,0.011663834389000316,0.0009179575444635546
2019-05-08,-0.002617115938236103,0.0010268258246695083,-0.006375505841032303,-0.0036684626848562107
2019-05-07,0.00905274206245088,-0.0005128862674700363,0.006570100280478108,0.0006903693476010275
2019-05-06,0.028084774411649915,0.016805644644002582,0.026605084357584463,0.013337932620443693
2019-05-03,-0.004805868218034637,-0.006939187484229281,0.010410857036623922,0.004084874617042988
2019-05-02,0.001143728555089707,-0.003049167831279287,-0.025685372585096622,0.013617357893547233
2019-05-01,-0.0005077430820006334,0.00535236396074934,0.04645541413302112,0.010702937733430007
2019-04-30,0.010414020828041659,0.00633793890226908,0.0012271267188799229,0.007500965197727583
2019-04-29,-0.016214177978883915,0.0114624008061468,-0.012292274972063089,-0.007992554880385305
2019-04-26,0.0037051232911715637,-0.00747198007471972,0.003321167883211684,-0.0020970145135478235
2019-04-25,-0.005728105906313674,-0.0045169385194478995,-0.02466261685642579,-0.004866449151136543
2019-04-24,-0.01741134297785174,-0.00844466851525083,0.010069742289188,0.004779105307029852
2019-04-23,-0.00846905537459286,-0.00012711325791281425,-0.03193885463205692,-0.001825120292019311
2019-04-22,-0.020893561103810687,-0.006483600305110526,-0.004767716835761715,-0.013353280141844004
2019-04-18,-0.007918400214736332,-0.00742162507997457,-0.016747786762733363,0.003032515302970884
2019-04-17,-0.01406926406926412,0.005285548536805518,-0.019761459307764184,0.0019035888248137844
2019-04-16,0.04802414928649834,0.02859707617337759,0.05749731599665986,0.0006146968426936628
2019-04-15,0.014663524482849022,0.010223164193990941,0.023876668546719326,0.0013403328493242217
2019-04-12,0.0065806451612904215,-0.003085277057879754,-0.008152772677194386,-0.0036809815950921143
2019-04-11,0.006409434687860482,0.012255508789304148,0.006701718009478608,-0.0015673981191220987
2019-04-10,0.005859126225958411,0.014430720313073353,0.031814336680275224,-0.007625028033191428
2019-04-09,-0.0037989109788526543,-0.0031344183242918433,0.003956655022456568,0.004124293785310762
2019-04-08,-0.0019066988686921027,0.015600435360986875,0.00461565773122663,0.0066392843076577
2019-04-05,0.006113092205807469,-0.006311026434865474,0.006927018907934457,-0.004247945894583771
2019-04-04,-0.004810126582278418,-0.007669263031755524,-0.007160155838686011,-0.005557114790906592
2019-04-03,0.011193080641058284,0.0032604757879481916,0.007317849188673176,0.0001693384511176621
2019-04-02,0.0015094339622641062,-0.00012036591237363226,-0.0025970379729065574,-0.010271460014673495
2019-04-01,0.0005023863350914759,-0.027567112074154188,-0.022660098522167438,0.005417118093174356
2019-03-29,0.0035149384885764245,-0.0023520673434017647,0.028189804147465303,-0.0017014519056259836
2019-03-28,-0.006254691018263703,-0.007817347065392832,-0.005917574144752913,-0.005113055334621142
2019-03-27,-0.00893756294058401,-0.0008754377188593399,-0.026452976400140882,-0.049394700776610345
2019-03-26,0.0034294423980691935,0.010889973713856582,0.03476970946850466,0.0028233315312067297
2019-03-25,-0.009746835443037893,-0.015477959385834517,0.09517482517482523,-0.011141727566790327
2019-03-22,-0.0033235331714176475,0.003144258583825943,0.03189451503735374,0.0009692270414345394
2019-03-21,0.026805181480056506,0.018555667001002973,0.04399616348504076,0.018155410312272968
2019-03-20,-0.0014988758431176974,-0.009970457902510943,0.006608778116942826,-0.011709462672372828
2019-03-19,0.0002501876407305925,0.0048489369638193835,-0.0008832361773538633,-0.0004210019847237234
2019-03-18,-0.014132066033016422,-0.002103439742637825,-0.018004479019330555,0.0013838748495789144
2019-03-15,0.013066091589496454,0.00855548667079975,-6.001500375085733e-05,-0.00024034128462424587
2019-03-14,-0.011019283746556363,-0.017088763216129843,-0.02286708879752719,-0.009435663200913491
2019-03-13,-0.004558115978728794,-0.01275797373358345,6.14231749638261e-05,-0.004307729644460467
2019-03-12,-0.0048333757313662185,-0.0024071962498417587,-0.005742714123391557,-0.0007312168667357177
2019-03-11,-0.005495910020449801,-0.008382016764033495,-0.014084507042253502,-0.00030489664003907624
2019-03-08,-0.01516514586814044,-0.006403688524590168,-0.0156328320802005,-0.013724533365865543
2019-03-07,0.002218452303275553,0.008507347254447017,0.010216097514401223,0.0009895479003030339
2019-03-06,0.01171875,-0.0019171779141102796,0.0013546720433494919,0.003336422613531065
2019-03-05,0.006692406692406561,0.010500704315533183,0.04832468145351565,0.007882258759775773
2019-03-04,0.0051137816415238735,0.006969965783804266,0.014975540950151522,-0.005193376916967085
2019-03-01,-0.00038158229458151727,0.008054366977095384,0.029154346540508635,0.008475617246038514
2019-02-28,-0.012342537218475669,-0.0107365792759051,-0.03895880020686093,-0.01717417783191222
2019-02-27,-0.005024478227261042,0.002145381120646217,0.004992526158445587,-0.004647416036683616
2019-02-26,-0.006215201346627008,0.013852159677622655,0.019930392361007687,0.004420095872502028
2019-02-25,0.0014332247557002908,-0.0027325798037510785,0.029223904103595988,0.0020453700260318897
2019-02-22,-0.009497788186312861,-0.003362809814422829,-0.0008217858256113209,-0.001051524710830587
2019-02-21,-0.013004071982135712,-0.01587103224193942,0.016335791264889377,-0.012198142414860724
2019-02-20,0.005323396326856633,0.01574603174603162,0.010855006139077972,0.001128314423619381
2019-02-19,-0.007148530579825341,0.00662582822852853,-0.00795031055900619,-0.0014401101997371102
2019-02-15,0.0033333333333334103,0.004098360655737654,0.007485321534908218,-0.0015675946827188314
2019-02-14,-0.017009966777408625,-0.004081632653061162,-0.011710766171352804,-0.008666708534823764
2019-02-13,0.005542787616601208,0.003353204172876323,0.010284500586887235,0.00114032309154255
2019-02-12,0.009142242538316747,-0.010644881792301053,-0.00946058091286306,-0.008859077390368952
2019-02-11,-0.020250466293631697,-0.0020017515325911894,-0.008824843610366284,-0.008363659579901705
2019-02-08,-0.002855588795213637,-0.0012536041118214047,-0.03862842330666072,0.0017383466391964753
2019-02-07,-0.00804582026455758,-0.006275888038157373,0.0011722985844495604,-0.002635130792467355
2019-02-06,0.010310695628265032,-0.0011367942402426001,0.009279587834079672,0.012759376208274276
2019-02-05,-0.005170771533541951,0.007713707637835077,-0.0014502001276176513,0.0010180707559175328
2019-02-04,-0.008343591847900456,-0.014556406073534922,-0.04028697571743911,-0.004894482583269633
2019-02-01,-0.0019310344827586645,0.025085954412326528,0.06255863926636596,-0.011561801341424482
2019-01-31,0.00856826976229974,-0.002608695652173809,-2.8483536515855334e-05,-0.007690319245185484
2019-01-30,-0.017813099479309313,-0.015319466932370185,-0.03270003133278265,0.0035167697818299093
2019-01-29,-0.027762276785714413,-0.02011130786744253,-0.02712093995700693,-0.013433707573495934
2019-01-28,-0.00918352704835701,-0.004259713437459678,0.019734850777892055,0.0014471780028944004
2019-01-25,0.03041274438812458,0.04407570650764847,0.037013950727218914,-0.0025617446137677913
2019-01-24,-0.004075895994378187,0.06630245840576099,-0.002490196639665654,-0.011195258478761905
2019-01-23,-0.013406717471069807,0.02992547741034013,-0.033055954088952566,-0.011521811521811642
2019-01-22,0.02260048633957945,0.0023742227247032233,-0.0025224048904980423,0.003705700040425919
2019-01-18,-0.0009791579241851256,0.009474396571170773,-0.007110344212060804,0.009934886218701644
2019-01-17,-0.012601512181461882,-0.025698324022346286,-0.010247498052376125,-0.00884014622798257
2019-01-16,-0.009926262053318258,-0.018922018348623948,-0.018739404214095368,-0.008315450643776923
2019-01-15,0.009309653394443007,-0.0005844535359438296,0.004566069169777531,-0.0066946172572356355
2019-01-14,-0.0312189584220236,-0.008654970760233804,-0.03181720463130744,-0.01334331812921219
2019-01-11,0.015526585615936783,0.041882963662104755,0.027121332275971577,0.00896984751259211
2019-01-10,-0.0036059425933938627,-0.0012456120484656275,0.03499073502161831,0.005402448198044363
2019-01-09,0.005211349160393786,-0.004421768707483009,0.0037895741950884076,-0.007822065025166691
2019-01-08,-0.016417050691244217,0.03393690923585013,-0.053448275862068906,-0.0050044560224858925
2019-01-07,0.01215226939970715,-0.004626060138781862,-0.0113686326235789,-0.024665839878737716
2019-01-04,-0.014754809778677824,-0.014385304857806869,-0.0043202033036848775,-0.0034614297824244744
2019-01-03,-0.027749229188078095,-0.03121140675872891,-0.03557299642674827,-0.03742822712128735
2019-01-02,0.04953186348535188,0.034071155406188325,0.025372986205299375,0.035348700198836625
2018-12-31,0.04071942446043164,0.03317269976465309,0.0486514388953414,0.0029874101998719205
